"","x","y","spatial_cluster"
"cell45688",5183.04540190846,-4946.16149295121,"5"
"cell45689",5063.32739880309,-4822.9334897548,"5"
"cell45694",5141.35740082711,-4890.43349150568,"5"
"cell45699",5093.35139958188,-4872.93749105185,"5"
"cell45700",5163.3354013972,-4931.04149255902,"5"
"cell45705",5198.43540230766,-4908.14549196512,"5"
"cell45710",5084.81939936057,-4837.56749013439,"5"
"cell45725",5108.03939996287,-4882.06349128857,"5"
"cell45729",5100.31739976257,-4904.36549186707,"5"
"cell45730",5181.53340186924,-4886.05949139223,"5"
"cell45731",5193.4186405763,-5068.47365496308,"5"
"cell45732",5219.98664126545,-5130.03365655988,"5"
"cell45739",5209.07864098251,-5129.49365654588,"5"
"cell45743",5189.58464047685,-5162.43365740031,"5"
"cell45744",5148.81463941932,-5084.34965537488,"5"
"cell45748",5230.73264154419,-5006.21165334806,"5"
"cell45755",5169.33463995159,-5179.8162578512,"5"
"cell45768",5220.79664128646,-5054.43365459889,"5"
"cell45777",5220.74264128506,-5066.42165490985,"5"
"cell45789",5152.86463952437,-5020.25165371224,"5"
"cell45798",5065.71309831738,-5270.06931903958,"5"
"cell45801",5139.36910022795,-5352.36532117426,"3"
"cell45802",5235.16510271281,-5220.82131776214,"5"
"cell45803",5180.9491013065,-5346.91132103279,"3"
"cell45804",5128.19109993801,-5273.79531913623,"3"
"cell45808",5078.07909863815,-5252.30331857875,"5"
"cell45811",5163.66910085827,-5312.83732014894,"3"
"cell45813",5165.18110089749,-5237.39931819215,"5"
"cell45816",5138.88310021535,-5250.73731853813,"5"
"cell45818",5179.38310126588,-5214.50331759825,"5"
"cell45823",5242.0231028907,-5350.69132113084,"3"
"cell45825",5080.23909869418,-5350.31332112104,"3"
"cell45826",5115.77109961584,-5314.18732018396,"3"
"cell45831",5149.84510049969,-5225.9513178952,"5"
"cell45834",5217.07510224357,-5310.13732007891,"3"
"cell45835",5108.64309943095,-5223.25131782517,"5"
"cell45837",5156.05510066077,-5347.99132106081,"3"
"cell45839",5210.86510208249,-5289.61731954664,"3"
"cell45841",5219.1271022968,-5222.33331780136,"5"
"cell45842",5216.26510222256,-5236.75131817535,"5"
"cell45853",5120.1450997293,-5292.15531961247,"3"
"cell45855",5080.23909869418,-5323.25932041928,"3"
"cell45858",5187.05110146478,-5357.38732130453,"3"
"cell45860",5110.85709948838,-5370.0773216337,"3"
"cell45866",5133.86946738884,-5500.10964009166,"3"
"cell45868",5171.45346836373,-5384.98163710535,"3"
"cell45870",5099.95746650919,-5501.29764012247,"3"
"cell45871",5060.53746548668,-5530.78164088726,"3"
"cell45873",5122.20546708629,-5385.41363711655,"3"
"cell45874",5061.18546550348,-5548.27764134109,"3"
"cell45876",5161.3554681018,-5466.14363921061,"3"
"cell45877",5114.05146687478,-5534.0756409727,"3"
"cell45882",5103.25146659464,-5483.20763965324,"3"
"cell45883",5101.95546656102,-5400.20963750035,"3"
"cell45884",5205.68946925178,-5483.74763966724,"3"
"cell45885",5163.13746814802,-5543.03964120522,"3"
"cell45890",5250.55807041563,-5462.41763911396,"3"
"cell45892",5045.95746510848,-5469.76163930446,"3"
"cell45894",5099.03946648538,-5473.0556393899,"3"
"cell45895",5134.57146740705,-5449.56563878059,"3"
"cell45897",5115.9954669252,-5456.80163896829,"3"
"cell45900",5143.21146763116,-5419.10963799059,"3"
"cell45906",5197.37346903607,-5565.23364178091,"3"
"cell45907",5164.91946819425,-5456.69363896549,"3"
"cell45908",5224.85946974903,-5552.32764144614,"3"
"cell45909",5079.54546597973,-5509.34364033118,"3"
"cell45911",5142.56346761435,-5511.34164038301,"3"
"cell45912",5237.7654700838,-5563.07364172488,"3"
"cell45914",5212.22346942127,-5422.07963806763,"3"
"cell45915",5088.77946621925,-5382.98363705352,"3"
"cell45920",5081.70546603575,-5548.9256413579,"3"
"cell45921",5186.35746875033,-5418.35363797098,"3"
"cell45922",5093.1534663327,-5435.0936384052,"3"
"cell45923",5161.7334681116,-5399.39963747934,"3"
"cell45928",5197.96746905148,-5510.20764035359,"3"
"cell45929",5153.03946788609,-5553.46164147556,"3"
"cell45933",5125.17546716332,-5467.33163924143,"3"
"cell45936",5134.24746739864,-5376.07703687437,"3"
"cell45937",5073.17346581444,-5530.18764087185,"3"
"cell45938",5223.18546970561,-5569.01364187896,"3"
"cell45939",5178.41946854442,-5555.35164152458,"3"
"cell45942",5061.61746551469,-5444.32763864473,"3"
"cell45949",5230.1514698863,-5445.83963868394,"3"
"cell45950",5064.64146559313,-5498.00364003703,"3"
"cell45951",5103.03546658903,-5424.77963813767,"3"
"cell45953",5076.14346589148,-5384.49563709274,"3"
"cell45957",5127.44346722215,-5569.71564189717,"3"
"cell45958",5167.40346825868,-5549.41164137051,"3"
"cell45960",5136.40746745467,-5561.61564168707,"3"
"cell45961",5200.09071531892,-5679.43160437793,"3"
"cell45966",5137.4507136941,-5755.94960636273,"3"
"cell45969",5078.21271215752,-5614.36160269007,"3"
"cell45971",5171.03871456534,-5702.86760498583,"3"
"cell45973",5136.42471366748,-5774.95760685578,"3"
"cell45974",5137.5587136969,-5628.45560305566,"3"
"cell45975",5158.67271424457,-5682.99560447037,"3"
"cell45976",5151.92271406949,-5730.24560569599,"3"
"cell45978",5187.07671498135,-5742.93560602516,"3"
"cell45980",5221.6907158792,-5629.48160308227,"3"
"cell45984",5108.39871294051,-5576.72900171392,"3"
"cell45985",5142.95871383697,-5781.70760703087,"3"
"cell45986",5102.40471278504,-5752.00760626048,"3"
"cell45988",5173.09071461856,-5633.58560318872,"3"
"cell45989",5195.82471520826,-5649.02960358933,"3"
"cell45991",5065.79271183535,-5621.86760288477,"3"
"cell45992",5207.32671550661,-5597.67560225725,"3"
"cell45993",5137.12671368569,-5664.41960398853,"3"
"cell45998",5179.13871477544,-5583.79760189727,"3"
"cell46000",5065.90071183816,-5722.25360548869,"3"
"cell46002",5071.89471199363,-5577.32300172932,"3"
"cell46003",5238.05271630362,-5706.26960507408,"3"
"cell46004",5042.84271124005,-5690.28560465947,"3"
"cell46005",5192.69271512702,-5707.8356051147,"3"
"cell46007",5201.27871534973,-5756.97560638934,"3"
"cell46010",5206.030715473,-5658.15560382605,"3"
"cell46012",5121.25071327388,-5730.29960569739,"3"
"cell46014",5228.8187160641,-5723.4956055209,"3"
"cell46018",5196.85071523488,-5580.93560182303,"3"
"cell46022",5180.70471481606,-5668.09160408378,"3"
"cell46026",5095.43871260434,-5710.26560517773,"3"
"cell46027",5048.08071137592,-5651.99960366637,"3"
"cell46029",5106.23871288449,-5741.42360598594,"3"
"cell46030",5231.73471613973,-5609.82560257241,"3"
"cell46031",5071.08471197262,-5649.51560360193,"3"
"cell46036",5136.96471368149,-5734.51160580665,"3"
"cell46037",5090.57871247828,-5702.48960497603,"3"
"cell46043",5114.12271308899,-5723.87360553071,"3"
"cell46044",5219.58471582457,-5701.13960494101,"3"
"cell46045",5053.26471151039,-5685.0476045236,"3"
"cell46046",5096.46471263096,-5746.71560612321,"3"
"cell46048",5151.38271405548,-5655.99560377002,"3"
"cell46049",5153.48871411011,-5591.19560208917,"3"
"cell46051",5077.1867121309,-5770.96160675213,"3"
"cell46053",5191.2887150906,-5697.62960484996,"3"
"cell46054",5078.71830994263,-5958.3932665512,"3"
"cell46055",5056.20030935854,-5899.47926502302,"3"
"cell46058",5129.5323112607,-5924.10326566175,"3"
"cell46060",5038.4883088991,-5944.78526619822,"3"
"cell46061",5159.12431202829,-5786.56526209414,"3"
"cell46063",5111.87431080267,-5912.8712653704,"3"
"cell46064",5064.57030957565,-5905.74326518551,"3"
"cell46065",5108.20231070742,-5860.97726402432,"3"
"cell46066",5133.42031136155,-5860.38326400891,"3"
"cell46067",5127.53431120887,-5829.4412632063,"3"
"cell46068",5092.97431031242,-5807.51726263762,"3"
"cell46070",5200.21831309423,-5886.30326468125,"3"
"cell46073",5239.04431410134,-5813.56526279449,"3"
"cell46074",5192.17231288552,-5856.54926390946,"3"
"cell46075",5193.63031292334,-5816.37326286733,"3"
"cell46076",5144.16631164029,-5924.53526567295,"3"
"cell46077",5126.94031119347,-5816.53526287153,"3"
"cell46079",5117.43631094694,-5942.03126612678,"3"
"cell46083",5126.02231116965,-5891.16326480731,"3"
"cell46097",5173.32631239668,-5795.74526233226,"3"
"cell46098",5215.28431348503,-5901.26126506925,"3"
"cell46100",5071.59030975774,-5815.88726285473,"3"
"cell46102",5123.21431109682,-5918.86526552588,"3"
"cell46104",5185.80031272024,-5840.07926348224,"3"
"cell46106",5222.79031367972,-5889.9752647765,"3"
"cell46108",5168.89831228182,-5871.50726429746,"3"
"cell46113",5063.38230954483,-5839.80926347524,"3"
"cell46115",5105.17831062898,-5966.6012667641,"3"
"cell46126",5144.5983116515,-5809.83926269785,"3"
"cell46127",5066.73030963168,-5917.83926549926,"3"
"cell46128",5113.11631083488,-5793.53126227483,"3"
"cell46129",5156.47831195965,-5823.93326306343,"3"
"cell46130",5205.6723132357,-5833.16726330295,"3"
"cell46132",5083.8483100757,-5798.6072624065,"3"
"cell46133",5165.92831220478,-5887.81526472047,"3"
"cell46135",5144.16631164029,-5855.19926387444,"3"
"cell46137",5210.53231336176,-5925.07526568696,"3"
"cell46138",5049.96860228106,-6188.03392589279,"3"
"cell46139",5218.23260664567,-6056.22532247379,"3"
"cell46145",5113.9586039409,-6166.60132533684,"3"
"cell46146",5173.35860548168,-6022.15132158995,"3"
"cell46149",5095.97660347447,-6151.91332495585,"3"
"cell46151",5174.97860552371,-6060.70732259005,"3"
"cell46153",5118.49460405856,-6084.14332319796,"3"
"cell46156",5139.23060459644,-6002.49532108009,"3"
"cell46158",5089.17260329798,-6041.91532210261,"3"
"cell46159",5154.51260499284,-6021.39532157034,"3"
"cell46161",5076.75260297582,-6034.35532190651,"3"
"cell46163",5096.73260349408,-6121.45732416585,"3"
"cell46164",5154.72860499844,-6039.10732202977,"3"
"cell46166",5104.29260369018,-5995.745320905,"3"
"cell46168",5091.92660336941,-5988.0233207047,"3"
"cell46171",5079.23660304025,-6014.96932140365,"3"
"cell46172",5198.19860612601,-6022.15132158995,"3"
"cell46174",5233.88720705174,-5984.78332062066,"3"
"cell46177",5075.7806029506,-6154.28932501748,"3"
"cell46181",5131.88660440594,-6030.52132180706,"3"
"cell46185",5233.29860703647,-6061.40932260826,"3"
"cell46188",5068.2746027559,-6086.73532326519,"3"
"cell46189",5054.93660240993,-6141.54532468691,"3"
"cell46192",5103.32060366496,-6030.68332181126,"3"
"cell46195",5174.3306055069,-6149.64532489702,"3"
"cell46199",5190.13753572106,-6261.74511946365,"3"
"cell46200",5164.37953505293,-6342.36712155491,"3"
"cell46205",5203.90753607824,-6273.94911978021,"3"
"cell46207",5049.46753207222,-6312.34312077612,"3"
"cell46210",5115.50953378528,-6319.95712097362,"3"
"cell46213",5190.29953572527,-6304.18912056461,"3"
"cell46215",5080.46353287622,-6305.32312059402,"3"
"cell46216",5089.37353310734,-6330.27112124115,"3"
"cell46217",5160.00553493947,-6315.52912085876,"3"
"cell46224",5069.87953260168,-6298.68112042174,"3"
"cell46225",5080.73353288323,-6265.7411195673,"3"
"cell46227",5207.68753617629,-6342.04312154651,"3"
"cell46236",5115.02353377268,-6239.76711889356,"3"
"cell46238",5196.88753589615,-6318.9851209484,"3"
"cell46239",5069.06953258067,-6188.04051755182,"3"
"cell46242",5185.007535588,-6208.87911809236,"3"
"cell46243",5210.98153626174,-6322.81912104785,"3"
"cell46249",5075.34775942191,-6517.58421854302,"3"
"cell46251",5122.75976065174,-6517.85421855003,"3"
"cell46252",5082.31375960261,-6562.45821970701,"3"
"cell46254",5096.24575996399,-6463.74621714652,"3"
"cell46257",5113.63376041502,-6535.29621900246,"3"
"cell46259",5209.26776289567,-6480.00021756813,"3"
"cell46260",5174.16776198521,-6449.43621677533,"3"
"cell46261",5030.90575826913,-6437.50221646577,"3"
"cell46265",5142.5777611658,-6410.77221577242,"3"
"cell46267",5095.38175994158,-6414.39021586627,"3"
"cell46268",5153.91776145995,-6556.46421955153,"3"
"cell46269",5188.96376236901,-6449.97621678934,"3"
"cell46270",5098.40576002002,-6526.65621877834,"3"
"cell46275",5131.29176087305,-6409.69221574441,"3"
"cell46286",5208.88976288587,-6440.79621655122,"3"
"cell46287",5102.23976011947,-6424.1642161198,"3"
"cell46293",5084.95975967124,-6438.79821649939,"3"
"cell46294",5125.56776072457,-6558.03021959215,"3"
"cell46299",5163.63776171207,-6536.26821902767,"3"
"cell46300",5154.67376147956,-6564.07821974903,"3"
"cell46301",5037.16975843161,-6457.75221699104,"3"
"cell46307",5035.9817584008,-6448.73421675712,"3"
"cell46308",5194.84976252168,-6537.83421906829,"3"
"cell46309",5119.51976056769,-6386.6882151477,"3"
"cell46310",5226.2237633355,-6424.2722161226,"3"
"cell46311",5057.04175894707,-6548.20221933722,"3"
"cell46312",5056.98775894567,-6535.13421899825,"3"
"cell46313",5064.54775914177,-6410.88021577522,"3"
"cell46318",5017.16141968407,-6654.30000185594,"6"
"cell46319",5171.32602368295,-6622.22400102392,"3"
"cell46322",5071.75002110004,-6612.45000077039,"3"
"cell46326",5105.01402196288,-6652.30200180411,"6"
"cell46329",5139.08802284673,-6646.68600165844,"3"
"cell46334",5089.51602156088,-6652.57200181112,"6"
"cell46335",5107.60602203012,-6679.57200251147,"6"
"cell46336",5197.30002435669,-6731.30400385335,"6"
"cell46339",5087.24802150205,-6704.844003167,"6"
"cell46344",5038.43202023581,-6721.20600359142,"6"
"cell46345",5106.90402201191,-6686.16000268236,"6"
"cell46354",5169.70602364093,-6614.28600081801,"3"
"cell46355",5190.2800241746,-6706.73400321603,"6"
"cell46357",5041.67202031985,-6617.74200090766,"3"
"cell46359",5085.52002145723,-6661.42800204083,"6"
"cell46361",5154.91002325714,-6755.01000446826,"6"
"cell46362",5176.07802380621,-6643.8240015842,"3"
"cell46363",5183.90802400932,-6689.2380027622,"6"
"cell46364",5036.27202017978,-6639.82800148055,"6"
"cell46368",5092.75602164492,-6602.08200050145,"3"
"cell46374",5080.28202132136,-6731.52000385895,"6"
"cell46376",5142.65202293918,-6692.80200285465,"6"
"cell46383",5186.66202408075,-6758.1420045495,"6"
"cell46389",5165.60202353448,-6701.17200307176,"6"
"cell46390",5101.18002186343,-6713.26800338551,"6"
"cell46391",5071.75002110004,-6645.82200163603,"6"
"cell46402",5042.97463374957,-6813.86989914626,"6"
"cell46406",5056.15063409135,-6923.3279019855,"6"
"cell46407",5095.51663511246,-6906.58790155128,"6"
"cell46408",5038.60063363612,-6923.8679019995,"6"
"cell46418",5078.23663466424,-6902.75390145183,"6"
"cell46421",5070.02863445133,-6912.79790171236,"6"
"cell46448",5240.41476244852,-6679.18221722916,"3"
"cell46452",5227.34676210955,-6664.60221685097,"3"
"cell46471",5228.10276212916,-6625.99221584946,"3"
"cell46474",5334.48276488855,-6673.67421708629,"3"
"cell46476",5225.02476204932,-6655.63821661845,"3"
"cell46483",5218.745900115,-6542.9519456476,"3"
"cell46486",5267.3405013755,-6524.48394516855,"3"
"cell46488",5401.96250486746,-6527.9939452596,"3"
"cell46491",5227.97450035438,-6457.46994343027,"3"
"cell46493",5317.99250268936,-6573.7859464474,"3"
"cell46494",5340.61850327626,-6526.48194522038,"3"
"cell46495",5303.25050230697,-6495.05394440517,"3"
"cell46511",5316.04850263894,-6411.73194224387,"3"
"cell46512",5313.4025025703,-6531.66594535485,"3"
"cell46515",5358.33050373569,-6499.80594452843,"3"
"cell46521",5405.25650495291,-6575.78394649923,"3"
"cell46523",5303.25050230697,-6547.70394577086,"3"
"cell46524",5270.52650145814,-6577.29594653845,"3"
"cell46525",5387.49050449207,-6529.50594529882,"3"
"cell46528",5372.42450410128,-6389.75394167379,"3"
"cell46531",5330.52050301433,-6467.62194369361,"3"
"cell46532",5387.65250449628,-6514.06194489822,"3"
"cell46535",5248.924282033,-6337.71317991614,"3"
"cell46536",5259.83228231594,-6219.9391768612,"3"
"cell46542",5269.49828256667,-6341.33118000999,"3"
"cell46546",5388.62228565663,-6195.21257621981,"3"
"cell46547",5298.11828330904,-6328.04717966542,"3"
"cell46548",5411.84228625894,-6232.57517718896,"3"
"cell46550",5399.47628593817,-6293.27117876336,"3"
"cell46551",5292.44828316197,-6304.2331790477,"3"
"cell46552",5291.63828314096,-6339.22517995536,"3"
"cell46562",5334.83828426152,-6330.15317972004,"3"
"cell46564",5307.02828354016,-6372.00318080559,"3"
"cell46568",5302.00628340989,-6187.92257603072,"3"
"cell46570",5311.13228364661,-6352.50918029994,"3"
"cell46573",5227.86968148686,-6351.48318027332,"3"
"cell46576",5298.11828330904,-6274.15517826751,"3"
"cell46577",5351.68628469855,-6229.11917709932,"3"
"cell46578",5271.33428261429,-6366.11718065292,"3"
"cell46579",5301.62828340009,-6351.32118026912,"3"
"cell46581",5431.44428676739,-6234.57317724079,"3"
"cell46582",5371.55828521401,-6186.67517599836,"3"
"cell46583",5342.88428447023,-6371.24718078598,"3"
"cell46586",5260.15628232434,-6356.66718040779,"3"
"cell46589",5245.63028194755,-6372.3811808154,"3"
"cell46590",5275.70828272775,-6319.56917944551,"3"
"cell46592",5387.38028562441,-6335.71517986432,"3"
"cell46597",5359.08734727278,-6040.28353678808,"3"
"cell46599",5370.53534756973,-6084.34753793105,"3"
"cell46600",5357.30534722656,-6062.58553736657,"3"
"cell46602",5264.15534481034,-6132.46153917909,"3"
"cell46603",5296.50134564936,-6168.31754010916,"3"
"cell46611",5380.95734784007,-6047.78953698277,"3"
"cell46619",5379.87734781206,-6083.75353791565,"3"
"cell46621",5354.49734715372,-5988.11953543499,"3"
"cell46631",5324.31134637073,-6181.54754045233,"3"
"cell46633",5377.77134775743,-6008.96353597566,"3"
"cell46637",5324.90534638613,-6192.34214073233,"3"
"cell46638",5348.98934701085,-6077.59753775597,"3"
"cell46639",5379.98534781486,-6169.99154015258,"3"
"cell46641",5390.13734807819,-5988.71893545054,"3"
"cell46644",5312.75534607098,-6158.38153985143,"3"
"cell46648",5296.4259939678,-5912.02575351298,"3"
"cell46657",5391.51999643445,-5824.54575124383,"3"
"cell46658",5379.31599611789,-5855.21775203943,"3"
"cell46660",5249.66199275479,-5918.61375368387,"3"
"cell46661",5334.4959949553,-5865.47775230557,"3"
"cell46666",5262.29799308255,-5943.39975432679,"3"
"cell46667",5278.22799349576,-5992.6963556055,"3"
"cell46671",5263.91799312457,-5913.5917535536,"3"
"cell46672",5347.67199529707,-5960.35575476661,"3"
"cell46673",5371.80999592319,-5882.00175273418,"3"
"cell46674",5235.35739238374,-5938.64775420353,"3"
"cell46675",5365.76199576631,-5827.56975132227,"3"
"cell46676",5390.60199641064,-5938.05375418812,"3"
"cell46680",5306.73999423534,-5913.9697535634,"3"
"cell46681",5285.73399369046,-5945.01975436881,"3"
"cell46684",5369.86599587277,-5973.96375511959,"3"
"cell46686",5388.54999635741,-5834.85975151137,"3"
"cell46687",5431.80399747938,-5806.8877507858,"3"
"cell46688",5344.64799521863,-5948.58375446126,"3"
"cell46693",5298.09999401122,-5990.75235555507,"3"
"cell46694",5282.11599359661,-5927.41575391218,"3"
"cell46695",5400.10599665716,-5862.77775223553,"3"
"cell46696",5327.63799477741,-5854.56975202262,"3"
"cell46697",5385.68799628317,-5886.37575284764,"3"
"cell46698",5381.09799616411,-5921.90775376931,"3"
"cell46699",5244.90999263152,-5939.56575422734,"3"
"cell46705",5374.83399600163,-5902.68375327066,"3"
"cell46706",5307.44199425355,-5882.75775275379,"3"
"cell46712",5340.59799511358,-5804.24175071716,"3"
"cell46713",5363.43999570608,-5837.8837515898,"3"
"cell46718",5364.05317138508,-5691.63436239213,"3"
"cell46719",5442.19117341191,-5693.90236245096,"3"
"cell46720",5417.56717277318,-5596.43235992268,"3"
"cell46730",5394.67117217928,-5619.65236052498,"3"
"cell46731",5382.68317186832,-5629.64236078411,"3"
"cell46732",5351.74117106572,-5685.64036223665,"3"
"cell46733",5384.89717192575,-5718.31036308408,"3"
"cell46735",5376.90517171845,-5671.54636187106,"3"
"cell46736",5380.5231718123,-5619.22036051378,"3"
"cell46737",5378.95717177168,-5757.8383641094,"3"
"cell46738",5341.26517079398,-5717.60836306587,"3"
"cell46743",5272.30716900527,-5626.02436069027,"3"
"cell46745",5295.63516961038,-5742.07036370039,"3"
"cell46748",5339.15917073935,-5634.77236091718,"3"
"cell46750",5244.0111682713,-5757.8383641094,"3"
"cell46751",5322.74317031354,-5593.57035984844,"3"
"cell46752",5320.79917026311,-5717.60836306587,"3"
"cell46754",5351.90317106992,-5610.25636028126,"3"
"cell46756",5281.16316923499,-5687.85436229408,"3"
"cell46757",5282.51316927001,-5611.71436031908,"3"
"cell46758",5304.4371698387,-5612.74036034569,"3"
"cell46759",5421.18517286703,-5767.50436436012,"3"
"cell46760",5287.80516940728,-5665.22836170718,"3"
"cell46762",5428.15117304772,-5754.49036402255,"3"
"cell46765",5257.45716862008,-5678.89036206156,"3"
"cell46768",5319.39517022669,-5694.38836246356,"3"
"cell46769",5280.78516922519,-5740.07236364856,"3"
"cell46770",5385.86917195097,-5653.99636141583,"3"
"cell46771",5367.88717148453,-5620.6783605516,"3"
"cell46774",5308.32516993955,-5693.52436244115,"3"
"cell46776",5434.63117321581,-5700.65236262605,"3"
"cell46777",5325.17317037657,-5685.69436223805,"3"
"cell46781",5328.62917046621,-5669.17036180943,"3"
"cell46782",5436.68317326903,-5618.78836050257,"3"
"cell46783",5280.02916920558,-5763.72436426207,"3"
"cell46784",5361.12731963769,-5516.97694508731,"3"
"cell46788",5301.4033180885,-5438.67694305629,"3"
"cell46792",5364.42131972313,-5464.32694372162,"3"
"cell46793",5282.39531759545,-5435.27494296804,"3"
"cell46796",5267.22131720185,-5407.41094224527,"3"
"cell46798",5429.38332140818,-5435.97694298625,"3"
"cell46799",5423.92932126671,-5420.69494258985,"3"
"cell46801",5426.41332133114,-5394.93694192171,"3"
"cell46804",5276.83331745118,-5569.73494645581,"3"
"cell46805",5392.9333204627,-5494.08094449341,"3"
"cell46808",5318.03531851992,-5548.51294590533,"3"
"cell46814",5366.25731977075,-5554.72294606641,"3"
"cell46819",5373.97931997105,-5581.29094675556,"3"
"cell46821",5333.91131893173,-5480.90494415164,"3"
"cell46822",5316.1993184723,-5461.08694363758,"3"
"cell46824",5303.29331813753,-5554.88494607061,"3"
"cell46825",5288.33531774953,-5487.38494431973,"3"
"cell46827",5411.94132095575,-5562.49894626811,"3"
"cell46828",5260.79531703517,-5386.8369417116,"3"
"cell46830",5333.91131893173,-5493.3249444738,"3"
"cell46832",5322.19331862777,-5394.55894191191,"3"
"cell46836",5360.31731961668,-5570.70694648102,"3"
"cell46840",5296.86731797084,-5421.23494260386,"3"
"cell46843",5364.36731972173,-5591.70754702576,"3"
"cell46845",5392.5553204529,-5418.42694253102,"3"
"cell46846",5342.71331916004,-5522.05294521898,"3"
"cell46847",5416.80132108182,-5434.62694295123,"3"
"cell46848",5257.60931695253,-5484.14494423568,"3"
"cell46849",5267.38331720605,-5423.23294265568,"3"
"cell46852",5390.50332039967,-5454.49894346669,"3"
"cell46854",5256.47531692311,-5498.88694461808,"3"
"cell46857",5440.18332168832,-5427.93094277754,"3"
"cell46858",5394.28332049772,-5401.848942101,"3"
"cell46860",5399.62932063639,-5519.62294515595,"3"
"cell46863",5281.85531758144,-5506.01494480297,"3"
"cell46867",5395.84932053834,-5480.25694413483,"3"
"cell46868",5283.58331762627,-5572.05694651604,"3"
"cell46869",5397.09132057056,-5381.71234157868,"3"
"cell46870",5427.92532137036,-5384.56894165277,"3"
"cell46872",5364.74531973153,-5446.61494326219,"3"
"cell46875",5426.18984073773,-5352.98632887751,"3"
"cell46876",5363.87383912131,-5348.99032877386,"3"
"cell46878",5283.73783704266,-5352.3923288621,"3"
"cell46879",5289.56983719394,-5191.95832470059,"5"
"cell46881",5410.85384033993,-5365.08232919127,"3"
"cell46882",5319.16183796152,-5215.88032532111,"5"
"cell46883",5348.42983872071,-5277.17032691091,"3"
"cell46885",5323.10383806378,-5366.37832922488,"3"
"cell46887",5393.3038398847,-5262.10432652012,"3"
"cell46894",5269.96783668548,-5370.05032932013,"3"
"cell46896",5337.25183843076,-5346.02032869682,"3"
"cell46899",5362.6318390891,-5272.58032679185,"3"
"cell46903",5299.18183744326,-5353.25632888451,"3"
"cell46905",5363.65783911571,-5211.39832520485,"5"
"cell46906",5281.57783698663,-5266.10032662377,"3"
"cell46912",5384.17783964798,-5359.46632904559,"3"
"cell46915",5360.68783903867,-5374.47832943499,"3"
"cell46921",5295.13183733821,-5247.36232613772,"3"
"cell46923",5302.90783753991,-5268.692326691,"3"
"cell46928",5403.13184013963,-5327.76832822338,"3"
"cell46939",5356.42183892801,-5197.79032485187,"5"
"cell46940",5384.86161689088,-5074.12074873969,"5"
"cell46942",5303.1056147702,-5104.84674953669,"5"
"cell46950",5416.55961771309,-5116.56474984065,"5"
"cell46952",5303.86161478981,-4983.5627463907,"5"
"cell46954",5286.74361434579,-5040.04674785584,"5"
"cell46956",5314.87761507556,-5145.29275058582,"5"
"cell46960",5267.95161385834,-5132.17075024545,"5"
"cell46962",5270.32761391997,-5099.55474939942,"5"
"cell46963",5359.37361622974,-5137.62475038692,"5"
"cell46967",5381.94561681524,-5116.88874984905,"5"
"cell46976",5298.89361466095,-5021.740747381,"5"
"cell46979",5344.73961585015,-4998.08874676749,"5"
"cell46988",5439.18561829999,-4990.31274656579,"5"
"cell46994",5287.7696143724,-5008.88874704763,"5"
"cell47000",5432.3276181221,-5125.47475007176,"5"
"cell47001",5362.93761632219,-5077.03674881533,"5"
"cell47006",5435.47488761693,-4912.55507008731,"5"
"cell47009",5309.87088435888,-4847.64706840366,"5"
"cell47010",5349.0748853758,-4844.83906833082,"5"
"cell47012",5374.67088603973,-4850.8330684863,"5"
"cell47014",5389.73688643053,-4869.51706897095,"5"
"cell47016",5373.91488602012,-4888.9570694752,"5"
"cell47018",5333.41488496959,-4865.35906886309,"5"
"cell47026",5394.7048865594,-4967.47307151183,"5"
"cell47037",5323.20888470486,-4889.71306949481,"5"
"cell47038",5455.45488813519,-4902.24106981978,"5"
"cell47043",5455.9948881492,-4862.22706878185,"5"
"cell47045",5279.73888357729,-4842.8950682804,"5"
"cell47049",5389.35888642073,-4918.71107024699,"5"
"cell47055",5352.42288546264,-4960.07507131994,"5"
"cell47063",5367.11088584363,-4828.0450678952,"5"
"cell47065",5288.1628837958,-4829.98906794563,"5"
"cell47066",5305.98288425803,-4818.91906765848,"5"
"cell47072",5421.04383634403,-4673.86842067912,"5"
"cell47081",5297.65383314341,-4660.15242032334,"5"
"cell47083",5410.29783606529,-4594.65041862428,"5"
"cell47086",5380.6518352963,-4710.1564216204,"5"
"cell47094",5294.30583305657,-4593.13841858506,"5"
"cell47098",5304.83583332971,-4699.89642135426,"5"
"cell47100",5379.62583526969,-4658.31642027572,"5"
"cell47101",5354.13783460855,-4623.27041936666,"5"
"cell47105",5399.28183577955,-4730.83842215687,"5"
"cell47111",5429.79183657095,-4648.11042001098,"5"
"cell47114",5301.59583324566,-4682.23842089623,"5"
"cell47127",5395.2318356745,-4757.51442284882,"5"
"cell47137",5384.44905793294,-4435.21788455918,"9"
"cell47140",5425.43505899608,-4413.18588398769,"5"
"cell47142",5414.74305871874,-4554.88188766316,"5"
"cell47143",5342.27505683899,-4448.71788490936,"9"
"cell47146",5273.91105506569,-4464.16188530996,"9"
"cell47147",5474.67766027339,-4434.46188453957,"5"
"cell47149",5311.33305603638,-4428.6838843897,"9"
"cell47155",5393.30505816266,-4521.45588679612,"5"
"cell47158",5409.55905858427,-4516.97388667986,"5"
"cell47160",5388.5530580394,-4451.7418849878,"5"
"cell47163",5354.85705716535,-4396.39188355207,"9"
"cell47164",5323.75305635855,-4483.87188582122,"9"
