"","x","y","spatial_cluster"
"cell23225",3400.2168703489,-3010.89949651062,"4"
"cell23232",3376.94286974519,-3114.09349918738,"4"
"cell23236",3457.61887183785,-3070.78549806401,"4"
"cell23238",3401.08087037131,-3107.23549900949,"4"
"cell23240",3461.3448719345,-3107.61349901929,"4"
"cell23243",3398.75887031108,-3067.05949796736,"4"
"cell23245",3360.85086932778,-3057.01549770683,"4"
"cell23249",3400.91887036711,-3020.13349675015,"4"
"cell23257",3406.04887050018,-3047.2414974533,"4"
"cell23298",3447.89354334027,-2901.09491685778,"4"
"cell23310",3462.52754371986,-2931.76151765324,"4"
"cell23333",3481.96754422411,-2916.80891726539,"4"
"cell23360",3361.20635932684,-2594.51100397855,"18"
"cell23453",3481.40926458687,-2195.30296109244,"18"
"cell23463",3321.83926044777,-2286.77896346524,"18"
"cell23494",3332.69326072931,-2216.41696164012,"18"
"cell23546",3463.26082258672,-2047.30959333852,"18"
"cell23567",3377.50882036239,-1970.89959135652,"18"
"cell23574",3338.03481933847,-2010.75159239024,"18"
"cell23600",3421.71753037348,-1753.25904600322,"17"
"cell23613",3340.12352825701,-1752.77304599062,"17"
"cell23622",3369.22952901199,-1750.12704592198,"17"
"cell23632",3332.94152807072,-1775.83104658872,"17"
"cell23650",3497.41156932339,-1518.13332540542,"17"
"cell23651",3409.60756704584,-1694.55132998154,"17"
"cell23652",3315.22096459754,-1540.54332598671,"17"
"cell23654",3426.72556748986,-1667.71332928538,"17"
"cell23655",3474.67756873369,-1617.92532799393,"17"
"cell23657",3403.18156687915,-1610.41932779923,"17"
"cell23658",3356.36356566474,-1660.80132910609,"17"
"cell23660",3363.16756584123,-1593.1933273524,"17"
"cell23663",3374.23756612837,-1617.76332798973,"17"
"cell23665",3392.75956660882,-1540.21932597831,"17"
"cell23667",3462.41956841573,-1613.17332787067,"17"
"cell23670",3472.94956868887,-1578.34332696721,"17"
"cell23671",3502.54156945646,-1541.73132601753,"17"
"cell23673",3405.71956694499,-1630.50732832029,"17"
"cell23674",3411.49756709486,-1527.74532565475,"17"
"cell23676",3339.83956523612,-1585.2013271451,"17"
"cell23682",3426.23956747726,-1586.76732718572,"17"
"cell23688",3358.52356572077,-1563.92532659322,"17"
"cell23689",3441.84556788206,-1638.3373285234,"17"
"cell23692",3387.79156647995,-1674.24732945487,"17"
"cell23693",3322.07356477529,-1646.54532873631,"17"
"cell23697",3463.71556844935,-1520.67132547125,"17"
"cell23698",3498.2755693458,-1545.72732612118,"17"
"cell23699",3500.05756939203,-1618.03332799673,"17"
"cell23701",3388.76356650516,-1585.3093271479,"17"
"cell23704",3461.28556838632,-1538.97732594609,"17"
"cell23711",3429.8575675711,-1657.99332903326,"17"
"cell23713",3469.81756860763,-1587.09132719412,"17"
"cell23718",3486.66556904465,-1591.89732731879,"17"
"cell23719",3344.75356536359,-1675.59732948989,"17"
"cell23720",3428.39956753328,-1546.05132612959,"17"
"cell23721",3447.35356802493,-1632.61332837492,"17"
"cell23724",3392.86756661162,-1689.96132986248,"17"
"cell23729",3518.74156987667,-1678.83732957393,"17"
"cell23731",3388.11556648836,-1636.33932847157,"17"
"cell23733",3472.67956868187,-1662.52932915092,"17"
"cell23734",3457.01956827566,-1588.06332721934,"17"
"cell23735",3525.21617004462,-1634.98932843655,"17"
"cell23737",3416.85763546825,-1355.82987330854,"16"
"cell23738",3419.88163554668,-1522.68447763659,"17"
"cell23739",3483.22363718972,-1395.30387433246,"17"
"cell23740",3344.11963358149,-1432.99587531015,"17"
"cell23741",3363.93763409555,-1453.51587584242,"17"
"cell23742",3416.91163546965,-1397.51787438989,"17"
"cell23743",3353.78563383222,-1412.15187476948,"17"
"cell23745",3347.35963366553,-1382.39787399769,"16"
"cell23747",3431.22163584083,-1521.82587761432,"17"
"cell23750",3476.36563701183,-1362.36387347803,"17"
"cell23751",3425.22763568535,-1377.64587387443,"17"
"cell23752",3491.91763741523,-1408.04787466303,"17"
"cell23756",3514.16563799232,-1472.19987632707,"17"
"cell23759",3442.45363613218,-1402.32387451455,"17"
"cell23764",3437.48563600332,-1433.91387533396,"17"
"cell23766",3417.61363548785,-1443.52587558329,"17"
"cell23768",3385.91563466564,-1446.06387564912,"17"
"cell23770",3357.51163392887,-1379.04987391084,"16"
"cell23771",3333.53563330695,-1450.81587577239,"17"
"cell23774",3355.02763386443,-1484.61987664923,"17"
"cell23777",3508.44163784385,-1365.22587355226,"17"
"cell23780",3465.24163672328,-1367.54787361249,"17"
"cell23783",3391.85563481972,-1483.80987662822,"17"
"cell23785",3468.31963680312,-1470.90387629345,"17"
"cell23787",3413.4016353786,-1429.91787523031,"17"
"cell23788",3492.72763743624,-1490.1818767935,"17"
"cell23790",3496.9396375455,-1458.05187596008,"17"
"cell23792",3381.48763455078,-1396.38387436047,"17"
"cell23794",3474.2596369572,-1315.01127224974,"16"
"cell23795",3445.74763621762,-1324.40187249333,"16"
"cell23797",3433.97563591227,-1347.35187308863,"16"
"cell23798",3456.11563648656,-1509.24387728795,"17"
"cell23800",3416.04763544723,-1344.975873027,"16"
"cell23801",3438.07963601872,-1473.65787636489,"17"
"cell23802",3346.71163364872,-1337.2538728267,"16"
"cell23805",3374.89963437989,-1383.5318740271,"17"
"cell23807",3435.10963594168,-1394.54787431285,"17"
"cell23810",3484.46563722193,-1422.89787504822,"17"
"cell23811",3409.40563527495,-1473.11787635088,"17"
"cell23817",3455.14363646135,-1437.96387543902,"17"
"cell23820",3374.25163436309,-1318.02987232804,"16"
"cell23822",3463.83763668686,-1483.16187661141,"17"
"cell23823",3353.89363383502,-1507.94787725434,"17"
"cell23824",3463.18963667005,-1462.15587606654,"17"
"cell23832",3518.32363810018,-1411.98987476528,"17"
"cell23836",3433.86763590947,-1374.18987378478,"17"
"cell23839",3343.14763355628,-1490.66787680611,"17"
"cell23843",3324.89341772534,-1256.94931737334,"15"
"cell23846",3403.02601975203,-1162.23331491649,"15"
"cell23848",3510.75602254644,-1138.14931429178,"16"
"cell23850",3505.62602241337,-1262.56531751901,"16"
"cell23851",3352.64401844516,-1210.50931616873,"15"
"cell23852",3356.15401853621,-1236.96931685507,"15"
"cell23853",3404.16001978144,-1302.36331855133,"16"
"cell23856",3506.32802243158,-1114.77271368541,"15"
"cell23860",3418.57802015543,-1277.52331790701,"16"
"cell23869",3424.95002032071,-1157.48131479323,"15"
"cell23870",3375.75601904467,-1268.18131766468,"16"
"cell23871",3328.77601782605,-1212.77731622756,"15"
"cell23872",3533.16602312773,-1201.86931594461,"16"
"cell23873",3445.95602086559,-1238.04931688309,"16"
"cell23876",3464.04602133483,-1135.39531422034,"15"
"cell23880",3373.00201897323,-1251.22531722486,"16"
"cell23881",3463.29002131522,-1249.17331717163,"16"
"cell23883",3484.13402185589,-1161.58531489968,"16"
"cell23884",3377.59201909229,-1178.1093153283,"15"
"cell23888",3503.79002236575,-1186.58731554821,"16"
"cell23890",3486.13202190772,-1206.72931607068,"16"
"cell23891",3420.03602019325,-1163.79931495711,"15"
"cell23892",3462.64202129841,-1212.12931621075,"16"
"cell23893",3489.10202198476,-1242.69331700355,"16"
"cell23897",3440.66402072832,-1305.49531863257,"16"
"cell23902",3431.7000204958,-1177.13731530309,"15"
"cell23904",3473.11802157015,-1269.2073176913,"16"
"cell23906",3369.11401887238,-1232.59531674162,"15"
"cell23907",3503.84402236715,-1196.25331579894,"16"
"cell23909",3396.33001957834,-1235.56531681865,"16"
"cell23910",3502.49402233213,-1287.24331815913,"16"
"cell23911",3354.80401850119,-1306.95331867039,"16"
"cell23912",3399.94801967219,-1291.34731826559,"16"
"cell23913",3443.58002080396,-1135.39531422034,"15"
"cell23914",3353.72401847318,-1141.65931438282,"15"
"cell23915",3371.38201893121,-1155.5373147428,"15"
"cell23916",3451.57202101126,-1301.71531853452,"16"
"cell23917",3471.28202152252,-1228.05931662396,"16"
"cell23918",3443.25602079555,-1283.13931805268,"16"
"cell23921",3366.49491712078,-1089.658466205,"15"
"cell23925",3425.24691864476,-1093.60046630725,"15"
"cell23930",3403.26891807467,-1103.75246657059,"15"
"cell23935",3519.6929210946,-1035.65846480429,"7"
"cell23937",3457.26891947538,-1108.45046669245,"15"
"cell23940",3417.20091843605,-1075.56446583942,"15"
"cell23942",3491.61292036623,-1008.38846409693,"7"
"cell23947",3360.3929169625,-941.212462354451,"15"
"cell23948",3445.76691917703,-967.888463046402,"7"
"cell23951",3493.50292041525,-980.74046337977,"7"
"cell23952",3517.53292103857,-974.530463218689,"7"
"cell23954",3454.89291941375,-1082.42246601731,"15"
"cell23955",3418.49691846967,-943.156462404877,"15"
"cell23956",3368.16891716421,-999.694463871419,"7"
"cell23959",3499.65892057493,-942.778462395072,"7"
"cell23964",3407.75091819093,-1023.94046450034,"7"
"cell23967",3450.89691931009,-1047.10646510124,"7"
"cell23968",3438.42291898653,-987.490463554859,"7"
"cell23972",3489.6689203158,-938.02646227181,"7"
"cell23973",3508.19092079625,-992.404463682324,"7"
"cell23978",3487.88692026958,-1047.59246511385,"7"
"cell23980",3358.77291692048,-1053.10046525672,"15"
"cell23992",3502.08892063797,-952.5524626486,"7"
"cell23995",3468.66291977093,-1021.72646444291,"7"
"cell23997",3469.31091978773,-932.248462121934,"7"
"cell24001",3436.3169189319,-1008.44246409833,"7"
"cell24003",3408.18291820213,-1005.25646401569,"7"
"cell24006",3466.9889197275,-994.240463729948,"7"
"cell24007",3355.10091682523,-958.384462799877,"15"
"cell24008",3368.11491716281,-1069.62446568534,"15"
"cell24011",3448.95291925967,-989.218463599682,"7"
"cell24013",3394.03491783515,-959.194462820888,"15"
"cell24016",3385.61091761664,-985.27646349743,"7"
"cell24018",3466.7729197219,-1046.08046507463,"7"
"cell24021",3506.67892075703,-1065.30446557328,"15"
"cell24023",3443.22891911119,-1070.00246569514,"15"
"cell24025",3466.9889197275,-1034.25446476787,"7"
"cell24039",3480.11092006788,-1025.72246454656,"7"
"cell24045",3390.55962856114,-763.213298410177,"1"
"cell24047",3440.23962984979,-741.073297835886,"1"
"cell24048",3485.54563102499,-816.133299782872,"1"
"cell24049",3483.27763096616,-756.841298244894,"1"
"cell24050",3464.86363048851,-766.50729849562,"1"
"cell24054",3510.33163166791,-864.571301039308,"7"
"cell24055",3380.35362829641,-891.517301738262,"7"
"cell24056",3530.90563220158,-829.255300123245,"7"
"cell24057",3414.48162918165,-736.591297719628,"1"
"cell24058",3514.48963177577,-828.769300110638,"7"
"cell24060",3412.32162912562,-824.557300001383,"1"
"cell24062",3354.54162762687,-886.441301606596,"7"
"cell24063",3358.96962774172,-750.577298082411,"1"
"cell24067",3449.25763008371,-881.47330147773,"7"
"cell24072",3523.07563199848,-800.905299387872,"1"
"cell24073",3383.75562838465,-730.057297550142,"1"
"cell24075",3420.47562933713,-751.819298114628,"1"
"cell24077",3421.44762936234,-822.991299960762,"1"
"cell24078",3471.3436306566,-755.81529821828,"1"
"cell24080",3520.75363193825,-861.439300958067,"7"
"cell24081",3441.58962988481,-730.057297550142,"1"
"cell24083",3365.93562792242,-776.497298754752,"1"
"cell24085",3469.88563061878,-864.787301044911,"7"
"cell24089",3429.97962958366,-870.403301190585,"7"
"cell24091",3455.7916302532,-815.21529975906,"1"
"cell24092",3393.90762864798,-895.405301839113,"7"
"cell24093",3489.32563112304,-858.037300869823,"7"
"cell24094",3387.96762849391,-799.447299350053,"1"
"cell24095",3495.42763128132,-716.017297185957,"1"
"cell24098",3511.30363169312,-778.603298809379,"1"
"cell24099",3435.21762971953,-818.509299844503,"1"
"cell24100",3474.25963073224,-790.10529910773,"1"
"cell24101",3525.50563206151,-893.353301785886,"7"
"cell24102",3434.56962970272,-772.069298639894,"1"
"cell24103",3434.02962968871,-882.823301512748,"7"
"cell24104",3465.78163051233,-900.48130197078,"7"
"cell24112",3364.6936278902,-790.86129912734,"1"
"cell24113",3405.84162895754,-716.935297209769,"1"
"cell24114",3424.14762943238,-801.013299390674,"1"
"cell24121",3346.87362742797,-837.841300345957,"1"
"cell24122",3511.35763169453,-842.053300455213,"7"
"cell24123",3517.2436318472,-867.541301116347,"7"
"cell24124",3454.54963022098,-767.101298511028,"1"
"cell24127",3415.50762920827,-786.541299015284,"1"
"cell24128",3489.10963111743,-780.061298847198,"1"
"cell24131",3382.29762834683,-814.675299745053,"1"
"cell24137",3364.20762787759,-851.881300710142,"15"
"cell24140",3392.12562860176,-792.319299165159,"1"
"cell24141",3522.80563199148,-766.777298502624,"1"
"cell24143",3408.27162902057,-774.06729869172,"1"
"cell24147",3404.21401355788,-622.180445253849,"1"
"cell24148",3477.97801547125,-642.160445772111,"1"
"cell24150",3441.31201452017,-634.222445566207,"1"
"cell24153",3499.36201602593,-615.538445081562,"1"
"cell24157",3484.83601564914,-600.310444686562,"1"
"cell24159",3385.31401306763,-620.020445197821,"1"
"cell24160",3506.81401621923,-677.85444669798,"1"
"cell24164",3511.24201633409,-622.99044527486,"1"
"cell24165",3461.18401503563,-691.408447049558,"1"
"cell24168",3449.30401472747,-589.294444400817,"1"
"cell24172",3513.34801638871,-580.114444162697,"1"
"cell24173",3460.64401502162,-636.544445626438,"1"
"cell24174",3436.0740143843,-601.390444714576,"1"
"cell24175",3389.25601316988,-668.296446450055,"1"
"cell24176",3513.61801639572,-705.23244740814,"1"
"cell24181",3415.50001385063,-604.900444805622,"1"
"cell24184",3352.1040122062,-595.396444559097,"1"
"cell24187",3414.52801382542,-663.166446316987,"1"
"cell24189",3477.87001546845,-614.944445066154,"1"
"cell24190",3407.02201363072,-610.8404449597,"1"
"cell24197",3437.96401443332,-578.87244413048,"1"
"cell24198",3407.50801364332,-677.962446700782,"1"
"cell24199",3405.5100135915,-643.456445805728,"1"
"cell24202",3515.29201643914,-649.774445969611,"1"
"cell24204",3379.53601291776,-630.388445466757,"1"
"cell24205",3548.76661730744,-683.848446853459,"1"
"cell24206",3450.00601474568,-555.27444351837,"1"
"cell24207",3487.15801570937,-657.388446167111,"1"
"cell24209",3460.42801501602,-609.976444937289,"1"
"cell24211",3448.60201470926,-692.704447083175,"1"
"cell24217",3504.762016166,-693.622447106987,"1"
"cell24219",3484.13401563093,-693.136447094381,"1"
"cell24220",3517.34401649237,-601.930444728583,"1"
"cell24221",3352.5360122174,-645.184445850551,"1"
"cell24250",3644.85205755755,-632.108894407749,"1"
"cell24252",3650.41405770183,-583.670893151313,"1"
"cell24257",3629.67805716395,-623.414894182235,"1"
"cell24258",3593.66005622968,-653.49289496243,"1"
"cell24261",3663.21205803379,-574.868892922997,"1"
"cell24262",3601.22005642578,-587.882893260568,"1"
"cell24263",3595.4960562773,-598.250893529505,"1"
"cell24265",3626.76205708832,-576.056892953813,"1"
"cell24266",3602.6240564622,-693.668896004558,"1"
"cell24269",3661.16005798057,-613.478893924505,"1"
"cell24270",3654.41005780548,-688.268895864487,"1"
"cell24272",3574.76005573943,-654.464894987643,"1"
"cell24278",3601.43605643138,-719.367496671155,"1"
"cell24279",3700.68805900589,-563.042892616242,"1"
"cell24284",3597.22405632213,-564.716892659664,"1"
"cell24285",3633.99805727601,-680.060895651579,"1"
"cell24289",3572.70805568621,-543.710892114788,"1"
"cell24290",3650.79205771163,-593.498893406242,"1"
"cell24291",3690.80605874956,-609.644893825054,"1"
"cell24293",3657.97405789792,-650.198894876987,"1"
"cell24302",3701.06605901569,-630.866894375533,"1"
"cell24305",3702.0380590409,-681.302895683795,"1"
"cell24307",3550.83805511892,-585.398893196136,"1"
"cell24313",3671.5820582509,-599.006893549114,"1"
"cell24316",3620.66005693004,-630.434894364327,"1"
"cell24317",3552.29605515674,-573.51889288798,"1"
"cell24320",3653.38405777887,-553.376892365515,"1"
"cell24322",3574.76005573943,-570.980892822146,"1"
"cell24323",3644.42425493523,-893.876060511917,"7"
"cell24324",3661.75825538486,-831.884058903903,"7"
"cell24328",3619.58425429091,-842.30605917424,"7"
"cell24330",3709.44025662169,-814.92805846408,"7"
"cell24332",3586.80625344068,-744.512056637555,"1"
"cell24335",3693.13225619867,-767.462057232857,"1"
"cell24338",3708.41425659508,-744.566056638956,"1"
"cell24339",3553.43425257504,-843.87205921486,"7"
"cell24340",3587.61625346169,-816.548058506101,"7"
"cell24341",3678.12025580928,-809.096058312804,"7"
"cell24342",3555.00025261566,-811.418058373034,"7"
"cell24343",3633.67825465649,-850.946059398353,"7"
"cell24344",3687.3002560474,-739.706056512892,"1"
"cell24348",3609.27025402337,-750.128056783229,"1"
"cell24349",3629.68225455284,-869.036059867591,"7"
"cell24350",3603.00625386089,-778.262057512999,"1"
"cell24351",3616.18225420266,-894.90206053853,"7"
"cell24357",3578.32825322077,-858.34405959025,"7"
"cell24358",3673.15225568041,-848.570059336722,"7"
"cell24359",3615.21025417745,-777.830057501793,"1"
"cell24360",3695.83225626871,-870.710059911013,"7"
"cell24361",3539.17825220525,-750.614056795835,"1"
"cell24366",3702.9062564522,-922.27466124855,"7"
"cell24368",3670.56025561318,-794.624057937413,"7"
"cell24375",3698.74825634435,-856.724059548229,"7"
"cell24376",3670.39825560898,-781.502057597041,"7"
"cell24380",3542.31025228649,-841.226059146225,"7"
"cell24381",3585.18625339866,-798.458058036864,"7"
"cell24386",3549.54625247419,-891.338060446084,"7"
"cell24387",3640.15825482458,-785.876057710499,"7"
"cell24388",3562.18225280195,-737.870056465268,"1"
"cell24389",3668.02225554734,-756.716056954116,"1"
"cell24390",3626.4962544702,-803.048058155924,"7"
"cell24394",3641.562254861,-911.318060964346,"7"
"cell24395",3621.04225432873,-758.174056991935,"1"
"cell24396",3687.78625606,-809.420058321208,"7"
"cell24397",3560.29225275293,-903.488060761243,"7"
"cell24398",3569.14825298265,-812.174058392644,"7"
"cell24399",3613.59025413543,-851.540059413761,"7"
"cell24403",3686.38225602359,-840.470059126616,"7"
"cell24405",3663.16225542128,-850.028059374541,"7"
"cell24406",3590.85625354573,-862.934059709311,"7"
"cell24410",3676.773675818,-1055.21399159729,"16"
"cell24411",3648.42367508262,-1107.97199296579,"16"
"cell24413",3677.52967583761,-940.571988623589,"7"
"cell24415",3634.11367471144,-970.595989402384,"7"
"cell24416",3710.52367669344,-993.383989993483,"7"
"cell24417",3565.04767291993,-972.323989447206,"7"
"cell24419",3590.21167357266,-952.343988928944,"7"
"cell24421",3609.21967406571,-954.557988986373,"7"
"cell24422",3707.769676622,-973.943989489228,"7"
"cell24424",3530.06107201241,-1017.4679906182,"7"
"cell24427",3616.0236742422,-912.605387898162,"7"
"cell24428",3682.28167596087,-930.095988351852,"7"
"cell24431",3676.01767579839,-1070.11799198389,"16"
"cell24433",3623.31367443129,-1039.87799119949,"7"
"cell24435",3532.2156720683,-950.50798888132,"7"
"cell24436",3703.88167652115,-1061.63999176398,"16"
"cell24437",3641.29567489773,-1090.58399251476,"16"
"cell24439",3673.47967573255,-1004.93999029323,"7"
"cell24440",3542.25967232883,-1043.00999128073,"7"
"cell24441",3588.86167353764,-1014.44399053976,"7"
"cell24444",3732.17767725512,-1011.85199047253,"16"
"cell24447",3646.4256750308,-1007.63999036327,"7"
"cell24450",3557.00167271122,-1020.16799068823,"7"
"cell24451",3713.81767677888,-1099.27799274027,"16"
"cell24452",3641.61967490614,-954.503988984972,"7"
"cell24457",3596.25967372954,-996.731990080327,"7"
"cell24459",3620.82967436686,-1005.64199031144,"7"
"cell24461",3696.64567633346,-1033.45199103281,"16"
"cell24462",3623.7456744425,-982.043989699334,"7"
"cell24464",3719.32567692176,-1056.67199163511,"16"
"cell24469",3634.92367473245,-931.49998838827,"7"
"cell24471",3573.79567314684,-1023.94799078628,"7"
"cell24472",3587.29567349702,-963.413989216089,"7"
"cell24476",3636.59767477587,-997.433990098536,"7"
"cell24480",3590.15767357126,-1124.32859339006,"16"
"cell24487",3575.73967319727,-927.125988274813,"7"
"cell24489",3550.84567255154,-1120.65659329481,"16"
"cell24493",3573.52567313984,-992.951989982277,"7"
"cell24496",3662.73367545381,-989.279989887029,"7"
"cell24498",3596.58367373794,-1031.18399097398,"7"
"cell24501",3597.87967377156,-1097.17199268565,"16"
"cell24503",3629.30767458677,-1016.65799059719,"7"
"cell24506",3598.44004890323,-1235.14305305853,"16"
"cell24508",3641.47805001959,-1258.52505366504,"16"
"cell24511",3638.18404993415,-1320.13905526325,"17"
"cell24513",3648.93005021289,-1299.02505471557,"16"
"cell24516",3640.56004999578,-1247.07705336809,"16"
"cell24518",3611.02204922959,-1291.14105451107,"16"
"cell24520",3680.0880510211,-1123.52505016327,"16"
"cell24523",3677.33405094966,-1314.46905511618,"17"
"cell24526",3661.89005054906,-1195.45305202901,"16"
"cell24527",3645.58205012605,-1139.88705058768,"16"
"cell24528",3626.6280496344,-1211.92305245623,"16"
"cell24529",3553.72804774344,-1186.9750518091,"16"
"cell24530",3701.25605157018,-1152.84705092385,"16"
"cell24531",3547.89604759216,-1237.51905312017,"16"
"cell24532",3648.17405019328,-1226.55705283582,"16"
"cell24536",3603.62404903769,-1193.50905197859,"16"
"cell24538",3629.54404971004,-1195.02105201781,"16"
"cell24539",3555.51004778966,-1276.12905412167,"16"
"cell24542",3729.17405229434,-1241.46105322242,"16"
"cell24543",3659.08205047622,-1172.88105144352,"16"
"cell24546",3618.31204941869,-1144.26105070114,"16"
"cell24548",3580.9980484508,-1221.80505271256,"16"
"cell24549",3708.87005176768,-1272.78105403483,"16"
"cell24551",3542.9820474647,-1217.75505260751,"16"
"cell24553",3597.63004888222,-1138.91505056247,"16"
"cell24558",3689.32205126062,-1133.4070504196,"16"
"cell24559",3633.91804982349,-1271.32305399701,"16"
"cell24560",3629.38204970583,-1297.40505467355,"16"
"cell24565",3701.04005156457,-1174.98705149814,"16"
"cell24569",3709.78805179149,-1157.81505105272,"16"
"cell24570",3717.07805198058,-1244.59305330366,"16"
"cell24573",3686.24405118078,-1204.03905225173,"16"
"cell24575",3735.86465246789,-1264.41105381772,"16"
"cell24578",3593.14804876596,-1301.88705478981,"16"
"cell24579",3703.57805163041,-1296.05505463853,"17"
"cell24580",3705.36005167663,-1168.77705133706,"16"
"cell24585",3566.41804807261,-1303.02105481923,"16"
"cell24586",3668.10005071014,-1287.03705440462,"16"
"cell24588",3553.45931543782,-1384.79757124931,"17"
"cell24589",3698.66531920433,-1334.09156993404,"17"
"cell24591",3677.22731864825,-1471.30557349324,"17"
"cell24598",3638.72531764954,-1355.96157050133,"17"
"cell24599",3555.94331550226,-1418.38557212055,"17"
"cell24600",3642.07331773639,-1462.71957327053,"17"
"cell24601",3529.69931482151,-1402.29357170314,"17"
"cell24605",3651.57731798291,-1415.95557205752,"17"
"cell24607",3661.51331824064,-1517.31357468665,"17"
"cell24609",3574.3573159799,-1357.31157053635,"17"
"cell24610",3688.9453189522,-1361.6855706498,"17"
"cell24612",3561.72131565213,-1442.57757274806,"17"
"cell24620",3599.84531664103,-1391.43957142159,"17"
"cell24623",3676.20131862163,-1397.27157157287,"17"
"cell24624",3586.72331630066,-1504.83957436308,"17"
"cell24625",3525.64931471646,-1338.5735700503,"17"
"cell24628",3624.41531727836,-1361.6855706498,"17"
"cell24630",3584.67131624743,-1402.40157170594,"17"
"cell24631",3541.52531512827,-1322.00096962042,"17"
"cell24632",3709.78931949288,-1380.80157114565,"17"
"cell24640",3598.06331659481,-1409.36757188663,"17"
"cell24641",3695.85731913149,-1468.0115734078,"17"
"cell24644",3550.11131535098,-1448.13957289234,"17"
"cell24645",3584.56331624463,-1389.17157136276,"17"
"cell24647",3546.70931526273,-1489.01757395267,"17"
"cell24649",3598.71131661162,-1474.32957357168,"17"
"cell24652",3645.42131782323,-1362.06357065961,"17"
"cell24653",3684.78731884435,-1448.84157291055,"17"
"cell24655",3601.84331669286,-1462.93557327613,"17"
"cell24656",3625.92731731758,-1415.25357203931,"17"
"cell24657",3706.06331939623,-1483.6175738126,"17"
"cell24663",3721.12931978703,-1433.34357250854,"17"
"cell24665",3674.52731857821,-1415.90157205611,"17"
"cell24667",3567.76931580901,-1464.98757332936,"17"
"cell24669",3617.82731710747,-1438.52757264301,"17"
"cell24671",3648.87731791288,-1485.39957385883,"17"
"cell24672",3618.69131712988,-1334.25356993824,"17"
"cell24674",3670.42331847176,-1475.3555735983,"17"
"cell24678",3586.56131629646,-1348.18557029963,"17"
"cell24679",3699.42131922394,-1417.19757208973,"17"
"cell24685",3637.75331762433,-1405.26357178017,"17"
"cell24687",3687.10931890458,-1430.3735724315,"17"
"cell24688",3641.31731771678,-1523.03757483512,"17"
"cell24689",3608.97131687775,-1495.44357411936,"17"
"cell24697",3560.89924544469,-1573.27491074428,"17"
"cell24698",3587.52124613523,-1648.55091269687,"17"
"cell24701",3661.33924805,-1538.01290982962,"17"
"cell24704",3701.35324908793,-1528.9409095943,"17"
"cell24707",3544.32124501467,-1529.3189096041,"17"
"cell24718",3611.55124675855,-1556.64291031286,"17"
"cell24719",3536.16724480316,-1657.35291292518,"17"
"cell24721",3670.35724828392,-1565.22891053557,"17"
"cell24727",3612.52324678376,-1542.54890994728,"17"
"cell24730",3516.57064429484,-1535.36690976098,"17"
"cell24734",3559.00924539566,-1525.10690949485,"17"
"cell24736",3582.82324601337,-1614.04491180182,"17"
"cell24737",3524.93524451181,-1608.15891164914,"17"
"cell24739",3586.76524611562,-1563.98691050336,"17"
"cell24741",3611.17324674875,-1521.8669094108,"17"
"cell24745",3559.87324541807,-1661.94291304424,"17"
"cell24746",3625.26724711433,-1582.1849109754,"17"
"cell24749",3661.71724805981,-1618.74291192368,"17"
"cell24756",3629.85724723339,-1642.12491253018,"17"
"cell24757",3573.21124576405,-1565.17491053417,"17"
"cell24759",3554.743245285,-1555.72491028905,"17"
"cell24760",3634.23124734685,-1618.09491190687,"17"
"cell24763",3590.49124621227,-1600.05891143903,"17"
"cell24773",3539.56289931014,-1863.73439742625,"18"
"cell24777",3640.38090192527,-1829.22839653119,"8"
"cell24793",3601.01490090415,-1822.2623963505,"17"
"cell24801",3589.24290059879,-1906.1243985258,"18"
"cell24838",3615.64890128374,-1894.83839823306,"18"
"cell24858",3646.3565037623,-2103.38743162528,"18"
"cell24877",3602.13050261512,-2117.96743200347,"18"
"cell25047",3508.19435218722,-2883.54386554286,"5"
"cell25048",3520.72235251218,-2877.11786537617,"5"
"cell25053",3495.77435186505,-2896.93586589023,"4"
"cell25054",3583.63235414401,-2874.47186530754,"5"
"cell25056",3635.04035547748,-2877.49586538598,"5"
"cell25057",3660.31235613301,-2880.95186547562,"5"
"cell25061",3660.79835614562,-2812.10186368972,"5"
"cell25063",3564.84035365656,-2871.98786524311,"5"
"cell25070",3601.23635460064,-2913.40586631745,"5"
"cell25071",3681.58835668489,-2812.58786370233,"5"
"cell25073",3532.81835282594,-2893.91186581179,"5"
"cell25077",3690.28235691041,-2777.59586279467,"5"
"cell25080",3574.88435391709,-2894.93786583841,"5"
"cell25086",3547.88435321674,-2900.66186598688,"5"
"cell25090",3669.87035638094,-2875.55186533555,"5"
"cell25096",3640.54835562035,-2850.33386468142,"5"
"cell25106",3543.07835309207,-2842.17986446992,"5"
"cell25108",3608.85035479814,-2831.05586418137,"5"
"cell25111",3594.48635442555,-2867.18186511844,"5"
"cell25115",3670.68035640195,-2793.03986319527,"5"
"cell25117",3550.20635327697,-2886.2978656143,"5"
"cell25124",3641.79670538381,-3062.81408566609,"5"
"cell25125",3546.70270291716,-3029.01008478925,"4"
"cell25130",3656.5387057662,-2985.54008366168,"5"
"cell25138",3624.03070492297,-3050.44808534533,"5"
"cell25144",3666.20470601693,-2964.426083114,"5"
"cell25145",3525.37270236388,-3062.76008566469,"4"
"cell25147",3546.27070290595,-3068.59208581597,"5"
"cell25148",3667.66270605475,-2997.79808397964,"5"
"cell25154",3564.7927033864,-3101.04608665779,"5"
"cell25155",3614.68870468065,-2975.76608340815,"5"
"cell25159",3525.04870235547,-3112.06208694354,"5"
